item_code,channel,target_ym,forecast_run_ym,model_name,p50,lower_bound,upper_bound
K210,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,20,12,30
K210,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210A,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210A,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,64,38,96
K210B,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,16,10,24
K210C,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,27,16,41
K210D,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K240,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K240,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K240B,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,179,107,269
K250A,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,139,83,209
K250B,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,101,61,152
K310,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,477,286,716
K310,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,572,343,858
K311,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,41,25,62
K311,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,37,22,56
K312,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,11,7,17
K312,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,6,4,9
K350A,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,6,4,9
K350B,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,1,1,2
K350C,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,10,6,15
K350D,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,10,6,15
K350E,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,13,8,20
K350F,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
T120,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,453,272,680
T120,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,585,351,878
T121,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,669,401,1004
T121,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
T122,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,225,135,338
T122,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
T240,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,672,403,1008
T240,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
T241,DOM,2021-10-31,2021-09-30,baseline_seasonal_naive,5,3,8
T241,EXP,2021-10-31,2021-09-30,baseline_seasonal_naive,0,0,0
K210,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,29,17,44
K210,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,26,16,39
K210B,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,17,10,26
K210C,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,2,1,3
K210C,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,3,2,5
K210D,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K240,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,19,11,29
K240,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,341,205,512
K250A,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,51,31,77
K310,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,724,434,1086
K310,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K311,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,93,56,140
K311,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K312,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,28,17,42
K312,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,6,4,9
K350B,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,3,2,5
K350C,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K350D,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,14,8,21
K350E,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,5,3,8
K350F,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
T120,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,294,176,441
T120,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
T121,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,441,265,662
T121,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,425,255,638
T122,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,556,334,834
T122,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
T240,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,725,435,1088
T240,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
T241,DOM,2021-11-30,2021-10-31,baseline_seasonal_naive,7,4,11
T241,EXP,2021-11-30,2021-10-31,baseline_seasonal_naive,0,0,0
K210,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,12,7,18
K210,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,12,7,18
K210A,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210A,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,21,13,32
K210B,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,22,13,33
K210C,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210D,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K240,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,2,1,3
K240,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,3,2,5
K240B,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,151,91,227
K250A,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,117,70,176
K250B,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,54,32,81
K310,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,505,303,758
K310,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,607,364,911
K311,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,93,56,140
K311,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K312,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,16,10,24
K312,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,8,5,12
K350A,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,13,8,20
K350B,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,3,2,5
K350C,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,21,13,32
K350D,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,7,4,11
K350E,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,14,8,21
K350F,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
T120,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,584,350,876
T120,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,754,452,1131
T121,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,662,397,993
T121,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
T122,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,95,57,143
T122,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,142,85,213
T240,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,483,290,725
T240,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
T241,DOM,2021-12-31,2021-11-30,baseline_seasonal_naive,105,63,158
T241,EXP,2021-12-31,2021-11-30,baseline_seasonal_naive,0,0,0
K210,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,10,6,15
K210,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,10,6,15
K210A,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,93,56,140
K210B,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,6,4,9
K210C,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,10,6,15
K210D,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K240,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,1,1,2
K240,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,2,1,3
K240B,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,275,165,413
K250A,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,38,23,57
K310,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,498,299,747
K310,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,598,359,897
K311,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,33,20,50
K311,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,30,18,45
K312,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,13,8,20
K312,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,6,4,9
K350B,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,18,11,27
K350D,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,18,11,27
K350E,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,12,7,18
K350F,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,5,3,8
T120,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,487,292,731
T120,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,630,378,945
T121,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,313,188,470
T121,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,302,181,453
T122,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,124,74,186
T122,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
T240,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,456,274,684
T240,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,0,0,0
T241,DOM,2022-01-31,2021-12-31,baseline_seasonal_naive,10,6,15
T241,EXP,2022-01-31,2021-12-31,baseline_seasonal_naive,17,10,26
K210,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,33,20,50
K210,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,43,26,65
K210B,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,29,17,44
K210C,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,21,13,32
K210C,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,38,23,57
K210D,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K240,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,9,5,14
K240,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,602,361,903
K250A,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,37,22,56
K310,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,916,550,1374
K310,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K311,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,62,37,93
K311,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,56,34,84
K312,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,18,11,27
K312,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,5,3,8
K350B,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,12,7,18
K350D,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,11,7,17
K350E,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,11,7,17
K350F,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,3,2,5
T120,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,542,325,813
T120,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,699,419,1049
T121,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,343,206,515
T121,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,330,198,495
T122,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,177,106,266
T122,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
T240,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,446,268,669
T240,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,497,298,746
T241,DOM,2022-02-28,2022-01-31,baseline_seasonal_naive,7,4,11
T241,EXP,2022-02-28,2022-01-31,baseline_seasonal_naive,0,0,0
K210,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,12,7,18
K210,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,13,8,20
K210A,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,60,36,90
K210B,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K210C,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,4,2,6
K210C,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,7,4,11
K210D,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K240,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,7,4,11
K240,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K240B,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,278,167,417
K250A,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,54,32,81
K310,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,1028,617,1542
K310,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K311,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,80,48,120
K311,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K312,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,38,23,57
K312,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,15,9,23
K350B,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,3,2,5
K350C,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,6,4,9
K350D,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,10,6,15
K350E,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,16,10,24
K350F,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,8,5,12
T120,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,504,302,756
T120,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,652,391,978
T121,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,186,112,279
T121,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,179,107,269
T122,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,127,76,191
T122,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,191,115,287
T240,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,1150,690,1725
T240,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
T241,DOM,2022-03-31,2022-02-28,baseline_seasonal_naive,3,2,5
T241,EXP,2022-03-31,2022-02-28,baseline_seasonal_naive,0,0,0
K210,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,11,7,17
K210,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,11,7,17
K210A,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,28,17,42
K210B,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,3,2,5
K210C,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,5,3,8
K210D,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K240,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,1,1,2
K240,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,1,1,2
K240B,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,139,83,209
K250A,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,108,65,162
K250B,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,32,19,48
K310,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,842,505,1263
K310,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K311,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,52,31,78
K311,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,46,28,69
K312,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,34,20,51
K312,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,6,4,9
K350B,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,8,5,12
K350D,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,8,5,12
K350E,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,15,9,23
K350F,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,2,1,3
T120,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,995,597,1493
T120,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
T121,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,731,439,1097
T121,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
T122,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,120,72,180
T122,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,180,108,270
T240,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,488,293,732
T240,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,0,0,0
T241,DOM,2022-04-30,2022-03-31,baseline_seasonal_naive,5,3,8
T241,EXP,2022-04-30,2022-03-31,baseline_seasonal_naive,8,5,12
K210,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,11,7,17
K210,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,12,7,18
K210A,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,45,27,68
K210B,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,12,7,18
K210C,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K210D,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K240,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,4,2,6
K240,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K240B,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,197,118,296
K250A,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,153,92,230
K250B,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,73,44,110
K310,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,810,486,1215
K310,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K311,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,57,34,86
K311,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,52,31,78
K312,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,19,11,29
K312,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,5,3,8
K350B,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,1,1,2
K350C,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,11,7,17
K350D,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,14,8,21
K350E,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,19,11,29
K350F,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,3,2,5
T120,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,573,344,860
T120,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
T121,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,310,186,465
T121,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,298,179,447
T122,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,274,164,411
T122,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,0,0,0
T240,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,399,239,599
T240,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,445,267,668
T241,DOM,2022-05-31,2022-04-30,baseline_seasonal_naive,1,1,2
T241,EXP,2022-05-31,2022-04-30,baseline_seasonal_naive,4,2,6
K210,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,12,7,18
K210,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,13,8,20
K210A,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,14,8,21
K210B,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,10,6,15
K210C,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,4,2,6
K210C,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,7,4,11
K210D,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K240,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,7,4,11
K240,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,10,6,15
K240B,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,359,215,539
K250A,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,46,28,69
K310,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,663,398,995
K310,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K311,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,94,56,141
K311,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K312,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,36,22,54
K312,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,4,2,6
K350C,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,5,3,8
K350D,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,12,7,18
K350E,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,17,10,26
K350F,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,6,4,9
T120,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,683,410,1025
T120,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
T121,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,264,158,396
T121,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,254,152,381
T122,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,326,196,489
T122,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
T240,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,627,376,941
T240,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
T241,DOM,2022-06-30,2022-05-31,baseline_seasonal_naive,15,9,23
T241,EXP,2022-06-30,2022-05-31,baseline_seasonal_naive,0,0,0
K210,DOM,2022-07-31,2022-06-30,baseline_seasonal_naive,40,24,60
K210,EXP,2022-07-31,2022-06-30,baseline_seasonal_naive,0,0,0
